City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,Saint George,US,79.39,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
358,Georgiyevka,KZ,48.24,shower rain,43.0369,74.7114,Gostinitsa Imperiya
359,Lorengau,PG,83.43,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
360,Vila,PT,56.28,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
362,Turka,UA,48.0,few clouds,49.1541,23.0297,Мотель
364,Zachary,US,66.72,clear sky,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
365,Berlevag,NO,41.0,light rain,70.8578,29.0864,Kvitbrakka
367,Kankakee,US,39.07,broken clouds,41.15,-87.8667,Fairfield Inn Kankakee Bourbonnais
368,Miramar,US,82.02,scattered clouds,25.9873,-80.2323,Stadium Hotel
369,Axim,GH,76.8,few clouds,4.8699,-2.2405,Axim Beach Resort And Spa
370,Bandarbeyla,SO,76.46,clear sky,9.4942,50.8122,JABIR HOTEL
371,Chingirlau,KZ,38.95,overcast clouds,51.095,54.0814,Хостыл Аққу
372,Nushki,PK,63.19,clear sky,29.5542,66.0215,Shams hotel
373,Eureka,US,66.67,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
374,Aleksandrovsk-Sakhalinskiy,RU,36.68,overcast clouds,50.8975,142.1561,"The hotel ""Three Brothers"""
375,Talara,PE,62.85,few clouds,-4.5772,-81.2719,Hostal Oro Negro
376,Emerald,AU,80.35,overcast clouds,-23.5333,148.1667,The Irish Village
377,Nador,MA,70.05,clear sky,35.174,-2.9287,Hôtel La Giralda
378,Laguna,US,76.75,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
379,Bejar,ES,57.06,clear sky,40.3864,-5.7634,Posada Puerta Grande
380,Dingzhou,CN,53.71,clear sky,38.5131,114.9956,宜家时尚宾馆
381,Hobyo,SO,77.67,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
382,Gisborne,NZ,62.35,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
383,Christchurch,NZ,66.4,scattered clouds,-43.5333,172.6333,The George
384,Goderich,CA,41.92,overcast clouds,43.7501,-81.7165,Harmony Inn
385,Semey,KZ,37.62,clear sky,50.4111,80.2275,Grand Hotel Semey
386,Mercedes,AR,59.79,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
387,Aloleng,PH,82.11,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
388,Honavar,IN,75.31,overcast clouds,14.2833,74.45,Hotel Sagar Residency
389,Hamilton,US,42.76,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
390,Salmas,IR,53.83,clear sky,38.1973,44.7653,Ata Hotel
391,Grand Gaube,MU,68.4,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
393,La Libertad,EC,67.93,overcast clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
394,Beyneu,KZ,47.97,clear sky,45.3167,55.2,NUR
395,Khash,IR,59.94,clear sky,28.2211,61.2158,خانه شاهزاده رضا
396,Elliot Lake,CA,34.83,overcast clouds,46.3834,-82.6331,Paris Plaza
397,Asau,RO,34.72,clear sky,46.4333,26.4,Casa Mika Ciobanus
398,Biak,ID,83.03,light rain,-0.9131,122.8766,Penginapan Kim
399,Xining,CN,41.92,clear sky,36.6167,101.7667,Super Leisure Hotel
400,Saint Andrews,US,71.58,scattered clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
401,Deyang,CN,66.34,overcast clouds,31.1302,104.382,Milletholly Resort Hotel
402,Chicama,PE,57.74,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
404,Lebanon,US,48.42,scattered clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
405,Mogadishu,SO,77.22,scattered clouds,2.0371,45.3438,Hotel Juba
406,Twentynine Palms,US,79.14,clear sky,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
408,Smirnykh,RU,37.96,overcast clouds,49.75,142.8333,Tsentral'naya
409,Bonthe,SL,76.6,light rain,7.5264,-12.505,Bonthe Holiday Village
410,Jalu,LY,63.23,clear sky,29.0331,21.5482,صاحبة الفخامة
411,Camana,PE,62.69,scattered clouds,-16.6228,-72.7111,Hostal Morales
414,Yongan,CN,41.54,clear sky,39.6957,113.6871,Beiyue International Hotel
415,Norman Wells,CA,35.64,broken clouds,65.282,-126.8329,Heritage Hotel
416,Chaman,PK,61.77,clear sky,30.9236,66.4512,Niamat parda Center chaman
417,Murgab,TM,60.67,scattered clouds,37.4966,61.9714,Wepa Nurlyýew
420,Dalnegorsk,RU,41.09,few clouds,44.5604,135.5701,Dalnegorsk
421,Newport,GB,51.04,clear sky,51.5877,-2.9984,ibis budget Newport
422,Nome,US,37.47,light rain,64.5011,-165.4064,Dredge 7 Inn
423,Hovd,MN,41.29,overcast clouds,48.0056,91.6419,Hotel Buyant
424,Rajshahi,BD,72.7,clear sky,24.3667,88.6,Anjum Hotel International
425,Raton,US,50.34,scattered clouds,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
426,Bagru,IN,68.34,clear sky,26.8088,75.5423,Nandan Green Housed Limited
428,Praya,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
429,Zwedru,LR,70.52,moderate rain,6.0667,-8.1281,Elijah Worjloh
430,Tagusao,PH,82.53,broken clouds,9.1924,117.8141,Caycay future beach resort
434,Ancud,CL,52.32,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
435,Alta Floresta,BR,76.69,moderate rain,-9.8756,-56.0861,Floresta Amazonica Hotel
436,Acajutla,SV,79.39,overcast clouds,13.5928,-89.8275,CASA DE LA PERRA
437,Nenagh,IE,49.93,scattered clouds,52.8619,-8.1967,Abbey Court
438,Mumford,GH,77.34,few clouds,5.2618,-0.759,Peace Guest House
439,Pasni,PK,77.7,clear sky,25.2631,63.471,Kashmiri Hotal
440,Bobo Dioulasso,BF,72.05,clear sky,11.1771,-4.2979,IBA Hotel
441,Puerto Ayacucho,VE,76.3,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
442,Vengerovo,RU,39.9,overcast clouds,55.6848,76.7471,Gostinitsa
443,Klyuchi,RU,39.04,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
444,Saint-Pierre,RE,66.9,clear sky,-21.3393,55.4781,Alize Plage
445,Manono,CD,69.06,overcast clouds,-7.3,27.4167,Hotel hewa bora
446,Champerico,GT,79.75,light rain,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
447,Fairbanks,US,42.6,scattered clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
449,Pandan,PH,85.89,scattered clouds,14.0453,124.1694,Bonifacio Lodge
450,Thunder Bay,CA,30.18,scattered clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
451,That Phanom,TH,69.82,few clouds,16.9364,104.7104,ณ ธาตุพนมเพลส Na That Panom Place Hotel
452,Joensuu,FI,41.49,overcast clouds,62.6012,29.7632,Original Sokos Hotel Kimmel
454,Pizarro,CO,75.27,light rain,4.9533,-77.366,Hotel Limonar
455,Shu,KZ,50.63,light rain,43.5983,73.7614,Shyngyzkhan
456,Cruzeiro Do Sul,BR,66.52,overcast clouds,-29.5128,-51.9853,Estrela Palace Hotel
457,Samarai,PG,84.11,overcast clouds,-10.6167,150.6667,Nuli Sapi
458,Stefan Voda,MD,45.97,broken clouds,46.5153,29.6631,Malaki house
459,Homer,US,49.89,broken clouds,59.6425,-151.5483,Beluga Lake Lodge
460,Shingu,JP,72.66,few clouds,33.7333,135.9833,Shingu UI Hotel
461,Jackson,US,73.08,scattered clouds,42.4165,-122.8345,Agate Village Apartments
462,Coihaique,CL,58.95,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
463,Saint Anthony,US,33.26,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
465,Alyangula,AU,86.02,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
466,Hwange,ZW,74.73,broken clouds,-18.3693,26.5019,Hwange Colliery Guest House
467,Mbuyapey,PY,63.39,overcast clouds,-26.2,-56.75,Cabaña AM
468,Kijang,KR,56.93,clear sky,35.2442,129.2139,Samyang Beach Villa
469,Akhmim,EG,68.2,clear sky,26.5622,31.745,برج الماسة السكني
470,Bayanday,RU,32.09,overcast clouds,53.0661,105.5139,Zhemchuzhina Baykala
472,Bagdarin,RU,27.91,few clouds,54.4333,113.6,Gostevoy Dom Terem
473,Maceio,BR,74.64,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
474,Ucluelet,CA,63.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
476,Atkinson,US,58.48,overcast clouds,42.8384,-71.147,Atkinson Resort & Country Club
477,Barauna,BR,77.54,broken clouds,-5.08,-37.6167,Pousada Rancho do Sabiá
478,Calama,CL,57.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
481,Meulaboh,ID,77.67,overcast clouds,4.1363,96.1285,Kost Pria
483,La Ligua,CL,48.88,clear sky,-32.4524,-71.2311,Hotel Anchimallen
485,Khandyga,RU,12.85,broken clouds,62.6667,135.6,Apel'sin
486,Diamantino,BR,80.17,overcast clouds,-14.4086,-56.4461,Hotel Delta
487,Davila,PH,85.98,broken clouds,18.4726,120.5763,Blue Ridge Beach Resort
489,Vao,NC,73.56,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
490,Badiraguato,MX,75.74,clear sky,25.3667,-107.5167,"Hotel ""Real Del Campo"""
492,Sajanan,TN,67.12,clear sky,37.0573,9.2426,Mine de Dhoihria
493,Faya,SA,55.92,few clouds,18.3851,42.4509,شيلة نسايم
494,Dinar,TR,57.16,few clouds,38.065,30.1656,Dinar Öğretmenevi
495,Antsohihy,MG,68.7,few clouds,-14.8796,47.9875,Hotel de Ville
496,Trairi,BR,78.76,overcast clouds,-3.2778,-39.2689,janelas do mar
497,Tevaitoa,PF,77.27,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
498,Juchipila,MX,75.06,light rain,21.4167,-103.1167,HOTEL JARDIN
499,Half Moon Bay,US,71.02,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
500,Sinnamary,GF,78.76,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
501,Itaqui,BR,64.06,overcast clouds,-29.1253,-56.5531,HOTEL BIASI - ITAQUI/RS
502,Oswego,US,48.9,overcast clouds,43.4501,-76.1497,S & E Mobile Home Park
503,Mahon,ES,70.36,broken clouds,39.8885,4.2658,ARTIEM Capri
504,Hami,CN,55.22,overcast clouds,42.8,93.45,Laoyutang Resort
505,Joao Camara,BR,73.42,few clouds,-5.5375,-35.8197,Pousada Miguel Teixeira
507,Santiago,CL,59.85,clear sky,-33.4569,-70.6483,Hotel Panamericano
509,Narsaq,GL,30.42,overcast clouds,60.9167,-46.05,Sleep In Narsaq
510,Taltal,CL,59.7,clear sky,-25.4,-70.4833,Residencial Karime
511,Turayf,SA,64.65,clear sky,31.6725,38.6637,Turaif
512,La Macarena,CO,74.25,scattered clouds,2.1837,-73.7849,Casa Hotel Real
513,Viru,PE,63.77,broken clouds,-8.4167,-78.75,AYAR - Portentos & Cabañas
514,Atyashevo,RU,41.59,overcast clouds,54.5644,46.0691,Motel Atyshevo
516,Vilhena,BR,67.05,broken clouds,-12.7406,-60.1458,Hotel Mirage
517,Guerrero,MX,68.04,moderate rain,17.6667,-100.0,Villaxochilt
518,Bogorodskoye,RU,43.5,overcast clouds,56.55,37.8833,Sosnoviy Bor
519,Nicoya,CR,74.39,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
520,Hailar,CN,32.29,clear sky,49.2,119.7,Holiday Inn & Suites Hulunbuir
521,Klaksvik,FO,41.92,broken clouds,62.2266,-6.589,Airbnb rooms
522,Padang,ID,82.45,overcast clouds,-0.9492,100.3543,Mercure Padang
523,Puerto Escondido,MX,81.43,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
524,Aljezur,PT,65.1,clear sky,37.3191,-8.8033,Amazigh Hostel
525,Kropotkin,RU,47.26,clear sky,45.4375,40.5756,Hotel Europe Kropotkin
526,Old Saybrook,US,64.4,overcast clouds,41.2918,-72.3762,Saybrook Point Resort & Marina - Luxury Connecticut Oceanside Hotel
527,High Level,CA,50.11,smoke,58.5169,-117.136,Days Inn by Wyndham High Level
528,Flin Flon,CA,33.12,clear sky,54.7682,-101.865,Victoria Inn Flin Flon
529,Tono,JP,54.43,overcast clouds,39.3167,141.5333,Aeria Tono
530,Mount Gambier,AU,65.97,overcast clouds,-37.8333,140.7667,The Commodore
531,Almansa,ES,61.5,few clouds,38.8692,-1.0971,Hotel Blu
532,Aberdeen,GB,49.5,broken clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
533,Agropoli,IT,61.09,clear sky,40.3469,14.9966,B&B Baia di Trentova
534,Cockburn Town,TC,81.7,clear sky,21.4612,-71.1419,Osprey Beach Hotel
535,Luena,AO,63.64,overcast clouds,-11.7833,19.9167,Hotel Kandamba
536,Snezhnogorsk,RU,37.18,overcast clouds,69.1933,33.2531,Severnoye Siyaniye
537,Mugla,TR,51.31,scattered clouds,37.2303,28.3557,Petek Hotel
538,Jeremie,HT,80.24,clear sky,18.65,-74.1167,Auberge’Inn
539,Nara,JP,69.12,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
540,Kyaikto,MM,76.93,clear sky,17.3,97.0167,နီလာ တည်းခိုခန်း
541,Asyut,EG,68.18,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
543,Jipijapa,EC,67.5,overcast clouds,-1.3333,-80.5833,Hotel Los Ceibos Jipijapa
544,Sept-Iles,CA,42.8,fog,50.2001,-66.3821,Comfort Inn
545,Basco,PH,78.87,light rain,20.4487,121.9702,Nathaniel's Lodge
546,Moron,AR,62.29,overcast clouds,-34.6534,-58.6198,Hotel Morón
547,Northam,GB,45.25,clear sky,51.0333,-4.2167,Durrant House Hotel
548,Puerto Narino,CO,73.0,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
549,Erenhot,CN,39.04,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
550,Phon,TH,75.85,overcast clouds,15.816,102.5998,Baan Kru Tum Chiang Khan
551,Richards Bay,ZA,71.92,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
552,Ayame,CI,73.36,overcast clouds,5.6083,-3.1563,Hotel Bossan
553,Antofagasta,CL,58.28,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
554,Tura,IN,70.21,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
555,Cholet,FR,60.31,few clouds,47.1667,-1.0,Chateau De La Moriniere
556,Nerchinskiy Zavod,RU,30.56,clear sky,51.3088,119.61,Gostinitsa
557,Whitehorse,CA,50.31,scattered clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
558,Gizo,SB,84.47,scattered clouds,-8.103,156.8419,Imagination Island
559,Jimma,ET,56.44,overcast clouds,7.6667,36.8333,Jimma Central Hotel - ጂማ ሴንትራል ሆቴል
560,Coahuayana,MX,78.85,moderate rain,18.7333,-103.6833,El rranchito michuacan de ocampos
561,Miraflores,MX,66.96,light rain,19.2167,-98.8083,Hotel Mansión
562,Ullapool,GB,47.35,overcast clouds,57.8987,-5.1604,Argyll Hotel
563,Hanzhong,CN,58.3,overcast clouds,33.0728,107.0303,Guorui Hotel
564,Denpasar,ID,78.46,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta Dua
565,Phalaborwa,ZA,70.07,broken clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
566,Puerto Del Rosario,ES,71.35,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
567,Koungou,YT,73.11,broken clouds,-12.7336,45.2042,Villa Netibor
568,Mattru,SL,72.34,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
569,Bereda,ES,56.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
570,Letterkenny,IE,46.96,overcast clouds,54.95,-7.7333,Mount Errigal Hotel
571,Waitati,NZ,51.8,overcast clouds,-45.75,170.5667,Arden Country House BnB Dunedin
572,Ouesso,CG,69.78,overcast clouds,1.6136,16.0517,ABENIE Hotel
574,Dublin,US,73.06,clear sky,37.7021,-121.9358,Larkspur Landing Pleasanton
575,Le Port,RE,69.76,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
576,Preobrazheniye,RU,44.82,clear sky,42.9019,133.9064,Campsite Orlan
577,Moa,CU,79.59,clear sky,20.6569,-74.9403,Carmen
579,Erdaojiang,CN,41.16,clear sky,41.7764,126.0319,Tonggang Hotel
580,Slave Lake,CA,49.98,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
581,Antalaha,MG,64.42,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
582,Nabire,ID,77.77,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
583,Hanmer Springs,NZ,56.57,scattered clouds,-42.5167,172.8167,The Chalets Motel
584,Taixing,CN,58.64,clear sky,32.1667,120.0136,7Days Inn Taixing Drum Tower South Road
586,Tawang,IN,46.44,clear sky,27.5833,91.8667,Hotel Mount View
587,Kiunga,PG,76.95,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
588,Muisne,EC,74.19,overcast clouds,0.6,-80.0333,Quinta Samay
589,Conde,BR,76.46,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
590,Xuddur,SO,70.88,overcast clouds,4.1213,43.8894,Banjanay Hotel
591,Qui Nhon,VN,77.36,overcast clouds,13.7667,109.2333,Seagull Hotel
593,Itacarambi,BR,82.51,overcast clouds,-15.1022,-44.0919,POUSADA CAMALEÃO
594,Bilma,NE,78.06,clear sky,18.6853,12.9164,Expeditions Ténére voyages
596,Naze,JP,65.32,light rain,28.3667,129.4833,Shishime Hotel
597,Lipin Bor,RU,45.88,overcast clouds,60.2622,37.9763,Priozor'ye
599,Guarapari,BR,74.89,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
600,Saint-Augustin,CA,46.26,clear sky,51.226,-58.6502,Riverview Inn
601,Makinsk,KZ,39.52,overcast clouds,52.6292,70.4169,Bereke
602,San Andres,CO,82.42,few clouds,12.5847,-81.7006,Hotel Arena Blanca
603,Japura,ID,76.3,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
604,Qaqortoq,GL,32.81,overcast clouds,60.7167,-46.0333,Siniffik Inn
605,Senneterre,CA,44.22,heavy intensity rain,48.3835,-77.2328,Motel Senabi
606,Krasnoselkup,RU,32.56,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
607,Petrozavodsk,RU,42.26,overcast clouds,61.7849,34.3469,Fregat
608,Nuuk,GL,43.41,overcast clouds,64.1835,-51.7216,Vandrehuset
610,Buraydah,SA,68.45,overcast clouds,26.326,43.975,Mövenpick Qassim
611,Tacuarembo,UY,59.67,overcast clouds,-31.7333,-55.9833,Complejo San Fructuoso
612,Gualaquiza,EC,63.45,broken clouds,-3.4,-78.55,Hotel Merceditas
613,Baie-Comeau,CA,42.48,clear sky,49.2168,-68.1489,Travelodge by Wyndham Baie-Comeau
614,San Cristobal,VE,69.98,moderate rain,7.7669,-72.225,Pirineos
615,Svetlogorsk,BY,52.68,broken clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
616,Waipawa,NZ,60.93,few clouds,-41.4122,175.5153,Tora Coastal Walk
617,Ito,JP,65.14,overcast clouds,34.9667,139.0833,Ito Kowakien
618,Otane,NZ,62.01,clear sky,-39.8833,176.6333,Ludlow Farmstay
619,Bambamarca,PE,54.88,light rain,-6.6833,-78.5333,Leudes
620,Port Macquarie,AU,72.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
622,Pipri,IN,72.41,light rain,19.8,75.5333,Sukhana River nilu and rushi home
623,Dolores,AR,48.6,light rain,-36.3132,-57.6792,Apart Hotel - Arianos
624,Partenit,UA,57.25,clear sky,44.578,34.3446,Приватотель
625,Albertville,US,55.65,clear sky,34.2676,-86.2089,Microtel Inn & Suites by Wyndham Albertville
626,Kudahuvadhoo,MV,80.58,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
627,The Valley,AI,81.82,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
628,Kupiskis,LT,57.4,overcast clouds,55.8333,24.9667,Inapo sodybą
630,Khandbari,NP,60.49,clear sky,27.3747,87.2039,Sainik Hotel And Lodge
631,Kostyantynivka,UA,43.95,few clouds,48.5277,37.7069,Мотель
632,Bolobo,CD,71.55,scattered clouds,-2.1667,16.2333,Hotel de Stephen
633,Watsa,CD,63.64,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
634,Xichang,CN,56.79,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
635,Leua,SK,54.5,few clouds,48.2156,18.6071,Business Hotel ASTRUM Laus
636,Sorland,NO,42.66,light rain,67.667,12.6934,Sjybrygga fiskecamp
637,North Bend,US,67.24,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
638,Fengzhen,CN,37.58,clear sky,40.4394,113.1536,Feng Zhen Hotel
640,Santa Vitoria Do Palmar,BR,60.01,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
641,Buala,SB,84.56,light rain,-8.145,159.5921,Maringe Lagoon Lodge
642,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
643,Tandalti,SD,77.41,overcast clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
644,Timra,SE,41.68,overcast clouds,62.487,17.3257,Bergefors park
645,Susuman,RU,5.58,scattered clouds,62.7833,148.1667,Susumanzoloto
647,Vila Franca Do Campo,PT,57.61,light rain,37.7167,-25.4333,Pestana Bahia Praia
648,Hervey Bay,AU,75.02,broken clouds,-25.2986,152.8535,Shelly Bay Resort
649,Kyrksaeterora,NO,41.63,broken clouds,63.2906,9.0891,Hotel Cozy Hemne
